,P_MPa,H2O,CO2,H2Om,OHm
2884,223.28125,3.7120928117285144,380.8800000001028,1.9029383704042309,1.8093926757511347
2885,223.21875,3.7117979472164273,380.7000000001028,1.902689188200432,1.8093468619336157
2886,223.15625,3.7115030827043403,380.5200000001028,1.9024400136021693,1.8093010405284562
2887,223.09375,3.711208218192253,380.3400000001028,1.9021908466105228,1.8092552115345744
2888,223.03125,3.710913353680166,380.1600000001028,1.9019416872265684,1.8092093749508946
2889,222.96875,3.7106135747595443,379.9800000001028,1.9016883833005178,1.8091627682040192
2890,222.90625,3.710278903538327,379.8000000001028,1.9014056079420887,1.8091107383741531
2891,222.84375,3.7099335748761657,379.6200000001028,1.9011138386121278,1.8090570444134746
2892,222.78125,3.709587849284495,379.44000000010277,1.900821744388066,1.8090032784129673
2893,222.71875,3.7092361725261034,379.26000000010276,1.9005246332375245,1.8089485778128882
2894,222.65625,3.7088904531335745,379.08000000010276,1.9002325653496783,1.8088947917178408
2895,222.625,3.708567594331779,378.90000000010275,1.899959818572162,1.808844546583695
2896,222.5625,3.7082713457380327,378.72000000010274,1.89970955823004,1.8087984269399
2897,222.5,3.707970102031813,378.54000000010274,1.899455086394049,1.808751523376873
2898,222.4375,3.7076693887894696,378.36000000010273,1.8992010705588542,1.808704694329024
2899,222.375,3.707373606619698,378.1800000001027,1.8989512274812925,1.8086586239285873
2900,222.3125,3.707072811192813,378.0000000001027,1.898697157956245,1.8086117664171637
2901,222.25,3.706772181481924,377.8200000001027,1.8984432363196775,1.8085649267620618
2902,222.1875,3.7064714696093213,377.6400000001027,1.898189253219208,1.8085180664221638
2903,222.125,3.7061707577367184,377.4600000001027,1.8979352780484349,1.8084711981708166
2904,222.0625,3.7058700458641156,377.2800000001027,1.8976813108085044,1.8084243220068783
2905,222.0,3.705534250939709,377.1000000001027,1.897397725593174,1.8083719785555734
2906,221.9375,3.7051878475686926,376.9200000001027,1.8971051922879532,1.8083179740941768
2907,221.875,3.704841046032873,376.74000000010267,1.89681233329922,1.8082638971472347
2908,221.8125,3.7044940579443177,376.56000000010266,1.8965193273413516,1.8082097806258997
2909,221.75,3.7041470698557624,376.38000000010265,1.8962263319447639,1.8081556535643417
2910,221.6875,3.703800081767207,376.20000000010265,1.895933347111219,1.8081015159607965
2911,221.65625,3.703487792487507,376.02000000010264,1.8956696679540264,1.8080527737092924
2912,221.59375,3.703185334536993,375.84000000010263,1.8954142973913988,1.8080055548339642
2913,221.53125,3.7028832814059274,375.6600000001026,1.8951592766187693,1.8079583910320667
2914,221.46875,3.7025763704416224,375.4800000001026,1.8949001629243176,1.8079104620297368
2915,221.40625,3.702274658515519,375.3000000001026,1.894645446342795,1.8078633353000788
2916,221.34375,3.7019677475512154,375.1200000001026,1.8943863490590744,1.8078153899241103
2917,221.28125,3.7016661194339666,374.9400000001026,1.8941317193572333,1.8077682601656972
2918,221.21875,3.7013592937227147,374.7600000001026,1.8938727104474906,1.8077203117112781
2919,221.15625,3.701052637049695,374.5800000001026,1.8936138524905264,1.807672381371601
2920,221.09375,3.7007458965678004,374.4000000001026,1.8933549320634635,1.807624429706469
2921,221.03125,3.700439156085906,374.2200000001026,1.8930960199092095,1.8075764697871441
2922,220.96875,3.700096629214457,374.04000000010257,1.89280691323648,1.8075229157599049
2923,220.90625,3.699748990001639,373.86000000010256,1.8925135023557198,1.8074685532980623
2924,220.84375,3.6994066534229018,373.68000000010255,1.8922245770563584,1.8074150082438756
2925,220.78125,3.6990584177702757,373.50000000010255,1.8919306839412546,1.807360531581062
2926,220.71875,3.698716176285049,373.32000000010254,1.8916418596773243,1.8073069806326645
2927,220.65625,3.6983680373645638,373.14000000010253,1.8913480693355658,1.8072524979768103
2928,220.59375,3.6980200902428306,372.9600000001025,1.8910544514944927,1.807198034652204
2929,220.5625,3.6977068522491194,372.7800000001025,1.8907901305300303,1.8071489857803067
2930,220.5,3.6973982548182858,372.6000000001025,1.8905297336126698,1.8071006537345395
2931,220.4375,3.697090150447261,372.4200000001025,1.8902697610807344,1.8070523904128255
2932,220.375,3.6967821330867903,372.2400000001025,1.8900098703190862,1.8070041323555333
