,Ol_x,Ol_y,Ol_z,MI_cen_x,MI_cen_y,MI_cen_z,MI_radius,tolerance
0,383.69565217391306,250.00000000000003,500.00000000000006,0.0,0.0,0.0,30.0,15.0
